age,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,facility_rating,exam_difficulty,exam_score,gender_female,gender_male,gender_other,course_b.com,course_b.sc,course_b.tech,course_ba,course_bba,course_bca,course_diploma,study_method_coaching,study_method_group study,study_method_mixed,study_method_online videos,study_method_self-study
-1.5234029017329809,-0.5200508467717107,1.3441662123895484,0.4120635266841719,0.23427220754336164,-1.2209563871956386,-1.235469001538961,1.6167667269076573,58.9,-0.6928013512225368,1.4220286274089196,-0.7252868574853854,-0.3939618191808358,-0.39124835686909604,-0.40540066261906815,-0.3993631293583686,-0.4160395155040162,-0.4226320169866195,2.33618585328421,1.9206653396914133,-0.47729098018320393,-0.484854405431572,-0.5030224437809593,-0.5136120822974289
1.0983322435165275,-0.26395369328259505,-0.30207680612291704,0.4120635266841719,-1.3656355512893519,0.003428277059915582,-0.010291491087789794,0.16597102795965177,54.8,-0.6928013512225368,-0.702939435067051,1.3782133092355697,-0.3939618191808358,-0.39124835686909604,-0.40540066261906815,-0.3993631293583686,-0.4160395155040162,2.365178121447546,-0.42787691681069057,-0.5204446497486138,-0.47729098018320393,-0.484854405431572,1.987187673946562,-0.5136120822974289
0.6613763859749429,1.6936703105070843,0.40094512349094696,0.4120635266841719,0.8628073985133559,-1.2209563871956386,1.2148860193633815,0.16597102795965177,90.3,-0.6928013512225368,1.4220286274089196,-0.7252868574853854,-0.3939618191808358,2.554898908711446,-0.40540066261906815,-0.3993631293583686,-0.4160395155040162,-0.4226320169866195,-0.42787691681069057,1.9206653396914133,-0.47729098018320393,-0.484854405431572,-0.5030224437809593,-0.5136120822974289
-0.2125353291082267,-1.43592371772431,-1.2628734432618645,0.4120635266841719,-0.6799607975039033,0.003428277059915582,-1.235469001538961,0.16597102795965177,29.7,-0.6928013512225368,-0.702939435067051,1.3782133092355697,-0.3939618191808358,-0.39124835686909604,-0.40540066261906815,-0.3993631293583686,-0.4160395155040162,-0.4226320169866195,2.33618585328421,-0.5204446497486138,-0.47729098018320393,-0.484854405431572,1.987187673946562,-0.5136120822974289
-0.2125353291082267,-1.340429863880911,0.09630228732493908,0.4120635266841719,1.6056217151142589,-1.2209563871956386,-1.235469001538961,0.16597102795965177,43.7,1.442837832570733,-0.702939435067051,-0.7252868574853854,-0.3939618191808358,-0.39124835686909604,-0.40540066261906815,-0.3993631293583686,-0.4160395155040162,-0.4226320169866195,2.33618585328421,1.9206653396914133,-0.47729098018320393,-0.484854405431572,-0.5030224437809593,-0.5136120822974289
1.0983322435165275,-0.2162067663608956,-0.26692570964222334,0.4120635266841719,-1.5941938025511677,1.22781294131547,-1.235469001538961,0.16597102795965177,58.2,-0.6928013512225368,1.4220286274089196,-0.7252868574853854,-0.3939618191808358,-0.39124835686909604,2.465708846014559,-0.3993631293583686,-0.4160395155040162,-0.4226320169866195,-0.42787691681069057,-0.5204446497486138,-0.47729098018320393,2.061649824776264,-0.5030224437809593,-0.5136120822974289
-1.5234029017329809,-1.140760896753804,-0.056019130758064466,0.4120635266841719,0.23427220754336164,0.003428277059915582,1.2148860193633815,1.6167667269076573,53.7,1.442837832570733,-0.702939435067051,-0.7252868574853854,-0.3939618191808358,-0.39124835686909604,2.465708846014559,-0.3993631293583686,-0.4160395155040162,-0.4226320169866195,-0.42787691681069057,-0.5204446497486138,-0.47729098018320393,-0.484854405431572,1.987187673946562,-0.5136120822974289
0.6613763859749429,0.6519191776700045,-1.1046935090987449,0.4120635266841719,0.6913887100669933,-1.2209563871956386,-1.235469001538961,0.16597102795965177,47.3,-0.6928013512225368,1.4220286274089196,-0.7252868574853854,-0.3939618191808358,2.554898908711446,-0.40540066261906815,-0.3993631293583686,-0.4160395155040162,-0.4226320169866195,-0.42787691681069057,-0.5204446497486138,-0.47729098018320393,-0.484854405431572,-0.5030224437809593,1.946215898054242
-1.0864470441913963,-0.472303919850011,1.2914395676685082,0.4120635266841719,-0.22284429498027108,-1.2209563871956386,-1.235469001538961,-1.284824670988354,44.9,-0.6928013512225368,-0.702939435067051,1.3782133092355697,-0.3939618191808358,-0.39124835686909604,-0.40540066261906815,-0.3993631293583686,-0.4160395155040162,2.365178121447546,-0.42787691681069057,-0.5204446497486138,-0.47729098018320393,-0.484854405431572,-0.5030224437809593,1.946215898054242
-1.5234029017329809,1.2118604115699345,-1.4737800221460238,0.4120635266841719,1.6056217151142589,0.003428277059915582,1.2148860193633815,0.16597102795965177,77.7,-0.6928013512225368,1.4220286274089196,-0.7252868574853854,-0.3939618191808358,-0.39124835686909604,-0.40540066261906815,-0.3993631293583686,2.4026563889947385,-0.4226320169866195,-0.42787691681069057,-0.5204446497486138,2.094319904424576,-0.484854405431572,-0.5030224437809593,-0.5136120822974289
